,출발시간,목적지,운항편/항공사,터미널,체크인 카운터,탑승구,출발현황,운항속보
26,00시35분,하바로프스크 (KHV),KE5993대한항공,T1,D21-D27,32, 출발 ,
27,00시50분,알마티 (ALA),KC960에어 아스타나,T1,E04-E08,47, 출발 ,-
28,00시50분,알마티 (ALA),OZ6965아시아나항공,T1,E04-E08,47, 출발 ,
29,00시50분,알마티 (ALA),CX6230캐세이패시픽항공,T1,E04-E08,47, 출발 ,
30,00시52분,도하 (DOH),QR859카타르항공,T1,D25-D34,40, 출발 ,-
31,00시52분,도하 (DOH),OZ6889아시아나항공,T1,D25-D34,40, 출발 ,
32,00시52분,도하 (DOH),AT9735로얄 에어 모로코,T1,D25-D34,40, 출발 ,
33,00시54분,볼레(아디스아바바) (ADD),ET673에티오피아항공,T1,E19-E26,21, 출발 ,-
34,01시06분,암스테르담 (AMS),KL856케에엘엠네덜란드항공,T2,E19-F05,253, 출발 ,-
35,01시06분,암스테르담 (AMS),KE5925대한항공,T2,E19-F05,253, 출발 ,
36,01시06분,암스테르담 (AMS),AF8421에어 프랑스,T2,E19-F05,253, 출발 ,
37,01시17분,마닐라 (MNL),5J187세부퍼시픽항공,T1,J01-J08,113, 출발 ,-
38,02시02분,나트랑 (CXR),VJ839비엣젯항공,T1,E30-E34,121, 출발 ,-
39,02시04분,두옹 당(푸ㅤㄲㅝㄱ) (PQC),VJ975비엣젯항공,T1,E27-E29,119, 출발 ,-
40,05시27분,나트랑 (CXR),QH493뱀부 항공,T1,J12-J16,32, 출발 ,-
41,06시13분,도쿄/나리타 (NRT),7C1162제주항공,T1,M19-N06,31, 출발 ,-
42,06시18분,칼리보 (KLO),8Y701팬퍼시픽항공,T1,M01-M10,34, 출발 ,-
43,06시23분,나트랑 (CXR),VN441베트남항공,T1,E12-E16,111, 출발 ,-
44,06시23분,나트랑 (CXR),KE5679대한항공,T1,E12-E16,111, 출발 ,
45,06시36분,방콕/수완나폼 (BKK),7C2201제주항공,T1,M19-N06,46, 출발 ,-
46,06시36분,방콕/수완나폼 (BKK),H19957한 에어,T1,M19-N06,46, 출발 ,
47,06시38분,세부 (CEB),8Y601팬퍼시픽항공,T1,M01-M10,35, 출발 ,-
48,06시41분,나트랑 (CXR),VJ837비엣젯항공,T1,E01-E04,122, 출발 ,-
49,06시44분,나고야 (NGO),OZ1243아시아나항공,T1,B23-C13,17, 출발 ,-
50,06시51분,하노이 (HAN),VJ963비엣젯항공,T1,E19-E36,117, 출발 ,-
51,06시53분,괌 (GUM),7C3100제주항공,T1,M19-N06,37, 출발 ,-
52,06시57분,칼리보 (KLO),Z2037필리핀에어아시아,T1,F01-F04,119, 출발 ,-
53,07시02분,홍콩 (HKG),HX647홍콩항공,T1,L28-L34,41, 출발 ,-
54,07시02분,홍콩 (HKG),AI7191에어인디아 리미티드,T1,L28-L34,41, 출발 ,
55,07시02분,홍콩 (HKG),LY9118이스라엘항공,T1,L28-L34,41, 출발 ,
56,07시02분,홍콩 (HKG),OZ9297아시아나항공,T1,L28-L34,41, 출발 ,
57,07시04분,부산 (PUS),OZ8533아시아나항공,T1,-,20, 출발 ,-
58,07시04분,부산 (PUS),TG6705타이항공,T1,-,20, 출발 ,
59,07시06분,후쿠오카 (FUK),LJ221진에어,T1,F19-F36,36, 출발 ,-
60,07시08분,호찌민 (SGN),VJ865비엣젯항공,T1,E19-E36,104, 출발 ,-
61,07시10분,베이징 (PEK),KE855대한항공,T2,A B D E G,253, 출발 ,-
62,07시10분,베이징 (PEK),MF9094샤먼항공,T2,A B D E G,253, 출발 ,
63,07시10분,베이징 (PEK),CZ4508중국남방항공,T2,A B D E G,253, 출발 ,
64,07시12분,클라크필드 (CRK),8Y771팬퍼시픽항공,T1,M01-M10,42, 출발 ,-
65,07시14분,오사카/ 간사이 (KIX),7C3172제주항공,T1,M19-N06,38, 출발 ,-
66,07시17분,타이베이 (TPE),BR149에바항공,T1,D28-D33,28, 출발 ,-
67,07시17분,타이베이 (TPE),TG6395타이항공,T1,D28-D33,28, 출발 ,
68,07시17분,타이베이 (TPE),NZ4921에어 뉴질랜드,T1,D28-D33,28, 출발 ,
69,07시17분,타이베이 (TPE),OZ6877아시아나항공,T1,D28-D33,28, 출발 ,
70,07시20분,다낭 (DAD),ZE595이스타항공,T1,F05-F18,112, 출발 ,-
71,07시29분,다낭 (DAD),VJ879비엣젯항공,T1,E19-E36,105, 출발 ,-
72,07시33분,보홀 팡라오 (TAG),7C4407제주항공,T1,M19-N06,45, 출발 ,-
73,07시35분,오사카/ 간사이 (KIX),RS711에어서울,T1,D01-D05,101, 출발 ,-
74,07시35분,오사카/ 간사이 (KIX),OZ9611아시아나항공,T1,D01-D05,101, 출발 ,
75,07시37분,하이퐁 (HPH),VJ925비엣젯항공,T1,E05-E08,109, 출발 ,-
76,07시43분,치앙마이 (CNX),TW113티웨이항공,T1,H01-H34,130, 출발 ,-
77,07시44분,후쿠오카 (FUK),7C1408제주항공,T1,M19-N06,16, 출발 ,-
78,07시44분,후쿠오카 (FUK),H19911한 에어,T1,M19-N06,16, 출발 ,
79,07시46분,오사카/ 간사이 (KIX),MM012피치항공,T1,N07-N10,113, 출발 ,-
80,07시49분,타이중/칭촨강 (RMQ),TW669티웨이항공,T1,H01-H34,103, 출발 ,-
81,07시51분,세부 (CEB),PR485필리핀항공,T1,J05-J07,50, 출발 ,-
82,07시53분,옌타이 (YNT),MU5050중국동방항공,T1,H19-H30,132, 출발 ,-
83,07시53분,옌타이 (YNT),KE5845대한항공,T1,H19-H30,132, 출발 ,
84,07시56분,마닐라 (MNL),OZ701아시아나항공,T1,B19-C36,21, 출발 ,-
85,07시58분,다낭 (DAD),LJ077진에어,T1,F19-G11,30, 출발 ,-
86,07시58분,다낭 (DAD),KE5789대한항공,T1,F19-G11,30, 출발 ,
87,08시00분,도쿄/나리타 (NRT),LJ201진에어,T1,F19-G11,33, 출발 ,-
88,08시00분,도쿄/나리타 (NRT),KE5741대한항공,T1,F19-G11,33, 출발 ,
89,08시05분,칼리보 (KLO),5J181세부퍼시픽항공,T1,J01-J04,117, 출발 ,-
90,08시08분,클라크필드 (CRK),PR491필리핀항공,T1,J08-J10,46, 출발 ,-
91,08시09분,오사카/ 간사이 (KIX),TW281티웨이항공,T1,H01-H34,131, 출발 ,-
92,08시10분,다낭 (DAD),TW125티웨이항공,T1,H01-H34,102, 출발 ,-
93,08시13분,마닐라 (MNL),KE621대한항공,T2,A B D E G,232, 출발 ,-
94,08시14분,후쿠오카 (FUK),KE787대한항공,T2,A B D E G,266, 출발 ,-
95,08시14분,후쿠오카 (FUK),DL7892델타항공,T2,A B D E G,266, 출발 ,
96,08시14분,후쿠오카 (FUK),JL5220일본항공,T2,A B D E G,266, 출발 ,
97,08시17분,사이판 (SPN),OZ6233아시아나항공,T1,B19-C36,11, 출발 ,-
98,08시17분,클라크필드 (CRK),KE635대한항공,T2,A B D E G,235, 출발 ,-
99,08시19분,오사카/ 간사이 (KIX),LJ211진에어,T1,F19-G11,124, 출발 ,-
100,08시19분,호찌민 (SGN),OZ731아시아나항공,T1,B19-C36,15, 출발 ,-
101,08시21분,도쿄/나리타 (NRT),TW211티웨이항공,T1,H01-H34,125, 출발 ,-
102,08시21분,마닐라 (MNL),PR467필리핀항공,T1,J11-J16,47, 출발 ,-
103,08시24분,코타키나발루 (BKI),LJ063진에어,T1,F19-G11,123, 출발 ,-
104,08시24분,코타키나발루 (BKI),KE5787대한항공,T1,F19-G11,123, 출발 ,
105,08시26분,다낭 (DAD),VJ881비엣젯항공,T1,E19-E36,115, 출발 ,-
106,08시28분,오사카/ 간사이 (KIX),OZ112아시아나항공,T1,B19-C36,14, 출발 ,-
107,08시28분,오사카/ 간사이 (KIX),NH6952전일본공수 주식회사,T1,B19-C36,14, 출발 ,
108,08시30분,화롄 (HUN),ZE825이스타항공,T1,F05-F18,122, 출발 ,-
109,08시31분,나고야 (NGO),OZ122아시아나항공,T1,B19-C36,8, 출발 ,-
110,08시31분,나고야 (NGO),NH6964전일본공수 주식회사,T1,B19-C36,8, 출발 ,
111,08시33분,하노이 (HAN),KE479대한항공,T2,A B D E G,251, 출발 ,-
112,08시33분,하노이 (HAN),VN3415베트남항공,T2,A B D E G,251, 출발 ,
113,08시33분,하노이 (HAN),DL7696델타항공,T2,A B D E G,251, 출발 ,
114,08시33분,도쿄/나리타 (NRT),7C1102제주항공,T1,M19-N06,37, 출발 ,-
115,08시33분,도쿄/나리타 (NRT),H19801한 에어,T1,M19-N06,37, 출발 ,
116,08시35분,베이징 (PEK),OZ331아시아나항공,T1,B19-C36,18, 출발 ,-
117,08시35분,베이징 (PEK),CA5002중국국제항공,T1,B19-C36,18, 출발 ,
118,08시38분,다카마쓰 (TAK),RS741에어서울,T1,D01-D05,119, 출발 ,-
119,08시38분,다카마쓰 (TAK),OZ9641아시아나항공,T1,D01-D05,119, 출발 ,
120,08시38분,칭다오 (TAO),7C8401제주항공,T1,M19-N06,31, 출발 ,-
121,08시38분,칭다오 (TAO),H19897한 에어,T1,M19-N06,31, 출발 ,
122,08시40분,선전 (SZX),KE827대한항공,T2,A B D E G,263, 출발 ,-
123,08시40분,선전 (SZX),CZ4540중국남방항공,T2,A B D E G,263, 출발 ,
124,08시42분,홍콩 (HKG),KE603대한항공,T2,A B D E G,247, 출발 ,-
125,08시42분,홍콩 (HKG),DL7915델타항공,T2,A B D E G,247, 출발 ,
126,08시43분,부산 (PUS),KE1401대한항공,T2,-,245, 출발 ,-
127,08시43분,부산 (PUS),DL7879델타항공,T2,-,245, 출발 ,
128,08시44분,칭다오 (TAO),MU2044중국동방항공,T1,H19-H30,129, 출발 ,-
129,08시46분,하노이 (HAN),OZ727아시아나항공,T1,B19-C36,12, 출발 ,-
130,08시47분,칭다오 (TAO),SC4620산동항공,T1,N11-N14,33, 출발 ,-
131,08시47분,칭다오 (TAO),CA4620중국국제항공,T1,N11-N14,33, 출발 ,
132,08시47분,칭다오 (TAO),OZ6703아시아나항공,T1,N11-N14,33, 출발 ,
133,08시49분,세부 (CEB),LJ021진에어,T1,F19-G11,106, 출발 ,-
134,08시49분,세부 (CEB),KE5781대한항공,T1,F19-G11,106, 출발 ,
135,08시49분,도쿄/나리타 (NRT),ZE601이스타항공,T1,F05-F18,126, 출발 ,-
136,08시51분,상하이/푸동 (PVG),KE893대한항공,T2,A B D E G,241, 출발 ,-
137,08시51분,상하이/푸동 (PVG),MU8357중국동방항공,T2,A B D E G,241, 출발 ,
138,08시51분,상하이/푸동 (PVG),FM8752상하이항공,T2,A B D E G,241, 출발 ,
139,08시53분,삿포로 (CTS),LJ231진에어,T1,F19-G11,41, 출발 ,-
140,08시55분,후쿠오카 (FUK),OZ132아시아나항공,T1,B19-C36,24, 출발 ,-
141,08시55분,후쿠오카 (FUK),NH6962전일본공수 주식회사,T1,B19-C36,24, 출발 ,
142,08시56분,홍콩 (HKG),CX415캐세이패시픽항공,T1,M01-M14,49, 출발 ,-
143,08시56분,홍콩 (HKG),QF8226콴타스항공,T1,M01-M14,49, 출발 ,
144,08시58분,광저우 (CAN),OZ369아시아나항공,T1,B19-C36,6, 출발 ,-
145,09시07분,상하이/푸동 (PVG),MU5052중국동방항공,T1,H19-H30,121, 출발 ,-
146,09시07분,상하이/푸동 (PVG),FM5052상하이항공,T1,H19-H30,121, 출발 ,
147,09시07분,상하이/푸동 (PVG),CZ510중국남방항공,T1,H19-H30,121, 출발 ,
148,09시07분,상하이/푸동 (PVG),KE5879대한항공,T1,H19-H30,121, 출발 ,
149,09시10분,선양 (SHE),KE831대한항공,T2,A B D E G,256, 출발 ,-
150,09시10분,선양 (SHE),CZ4516중국남방항공,T2,A B D E G,256, 출발 ,
151,09시12분,도쿄/나리타 (NRT),OZ102아시아나항공,T1,B19-C36,10, 출발 ,-
152,09시12분,도쿄/나리타 (NRT),NH6972전일본공수 주식회사,T1,B19-C36,10, 출발 ,
153,09시12분,도쿄/나리타 (NRT),NZ4060에어 뉴질랜드,T1,B19-C36,10, 출발 ,
154,09시12분,도쿄/나리타 (NRT),UA7318유나이티드항공,T1,B19-C36,10, 출발 ,
155,09시12분,도쿄/나리타 (NRT),EY8453에티하드 항공,T1,B19-C36,10, 출발 ,
156,09시13분,창사 (CSX),KE819대한항공,T2,A B D E G,264, 출발 ,-
157,09시13분,창사 (CSX),MU8365중국동방항공,T2,A B D E G,264, 출발 ,
158,09시15분,홍콩 (HKG),OZ721아시아나항공,T1,B19-C36,15, 출발 ,-
159,09시15분,홍콩 (HKG),UA7306유나이티드항공,T1,B19-C36,15, 출발 ,
160,09시15분,홍콩 (HKG),HX1551홍콩항공,T1,B19-C36,15, 출발 ,
161,09시17분,광저우 (CAN),KE865대한항공,T2,A B D E G,246, 출발 ,-
162,09시17분,광저우 (CAN),CZ4502중국남방항공,T2,A B D E G,246, 출발 ,
163,09시18분,오사카/ 간사이 (KIX),ZE611이스타항공,T1,F05-F18,128, 출발 ,-
164,09시19분,톈진 (TSN),OZ327아시아나항공,T1,B19-C36,23, 출발 ,-
165,09시19분,톈진 (TSN),CA5014중국국제항공,T1,B19-C36,23, 출발 ,
166,09시23분,웨이하이 (WEH),OZ309아시아나항공,T1,B19-C36,20, 출발 ,-
167,09시23분,웨이하이 (WEH),CA5008중국국제항공,T1,B19-C36,20, 출발 ,
168,09시23분,오사카/ 간사이 (KIX),7C1302제주항공,T1,M19-N06,36, 출발 ,-
169,09시23분,오사카/ 간사이 (KIX),H19811한 에어,T1,M19-N06,36, 출발 ,
170,09시25분,괌 (GUM),RS103에어서울,T1,D06-D09,104, 출발 ,-
171,09시25분,괌 (GUM),OZ9673아시아나항공,T1,D06-D09,104, 출발 ,
172,09시26분,칭다오 (TAO),OZ317아시아나항공,T1,B19-C36,21, 출발 ,-
173,09시26분,칭다오 (TAO),SC317산동항공,T1,B19-C36,21, 출발 ,
174,09시26분,칭다오 (TAO),CA5010중국국제항공,T1,B19-C36,21, 출발 ,
175,09시27분,타이베이 (TPE),KE691대한항공,T2,A B D E G,231, 출발 ,-
176,09시27분,타이베이 (TPE),CI9065중화항공,T2,A B D E G,231, 출발 ,
177,09시27분,타이베이 (TPE),DL7694델타항공,T2,A B D E G,231, 출발 ,
178,09시29분,칭다오 (TAO),KE845대한항공,T2,A B D E G,248, 출발 ,-
179,09시29분,칭다오 (TAO),MU8359중국동방항공,T2,A B D E G,248, 출발 ,
180,09시29분,삿포로 (CTS),OZ174아시아나항공,T1,B19-C36,30, 출발 ,-
181,09시29분,삿포로 (CTS),ET1294에티오피아항공,T1,B19-C36,30, 출발 ,
182,09시29분,삿포로 (CTS),NH6998전일본공수 주식회사,T1,B19-C36,30, 출발 ,
183,09시32분,허페이 (HFE),KE813대한항공,T2,A B D E G,250, 출발 ,-
184,09시34분,창춘 (CGQ),OZ303아시아나항공,T1,B19-C36,9, 출발 ,-
185,09시34분,창춘 (CGQ),CZ4202중국남방항공,T1,B19-C36,9, 출발 ,
186,09시35분,홍콩 (HKG),ZE931이스타항공,T1,F05-F18,110, 출발 ,-
187,09시37분,옌지(연길) (YNJ),OZ351아시아나항공,T1,B19-C36,27, 출발 ,-
188,09시37분,옌지(연길) (YNJ),CA5016중국국제항공,T1,B19-C36,27, 출발 ,
189,09시38분,호찌민 (SGN),KE681대한항공,T2,A B D E G,254, 출발 ,-
190,09시38분,호찌민 (SGN),VN3403베트남항공,T2,A B D E G,254, 출발 ,
191,09시38분,호찌민 (SGN),DL7934델타항공,T2,A B D E G,254, 출발 ,
192,09시40분,상하이/푸동 (PVG),OZ361아시아나항공,T1,B19-C36,22, 출발 ,-
193,09시40분,옌지(연길) (YNJ),KE891대한항공,T2,A B D E G,243, 출발 ,-
194,09시42분,정저우 (CGO),KE809대한항공,T2,A B D E G,242, 출발 ,-
195,09시42분,정저우 (CGO),CZ4530중국남방항공,T2,A B D E G,242, 출발 ,
196,09시42분,싱가포르 (SIN),SQ607싱가포르항공,T1,D10-D17,32, 출발 ,-
197,09시42분,싱가포르 (SIN),OZ6781아시아나항공,T1,D10-D17,32, 출발 ,
198,09시42분,싱가포르 (SIN),VA5407버진 오스트레일리아,T1,D10-D17,32, 출발 ,
199,09시45분,옌청 (YNZ),OZ337아시아나항공,T1,B19-C36,14, 출발 ,-
200,09시45분,오사카/ 간사이 (KIX),KE723대한항공,T2,A B D E G,235, 출발 ,-
201,09시45분,오사카/ 간사이 (KIX),AF7884에어 프랑스,T2,A B D E G,235, 출발 ,
202,09시45분,오사카/ 간사이 (KIX),JL5210일본항공,T2,A B D E G,235, 출발 ,
203,09시45분,오사카/ 간사이 (KIX),DL7698델타항공,T2,A B D E G,235, 출발 ,
204,09시48분,블라디보스토크 (VVO),KE981대한항공,T2,A B D E G,234, 출발 ,-
205,09시48분,블라디보스토크 (VVO),SU4032아에로플로트 러시아항공,T2,A B D E G,234, 출발 ,
206,09시48분,괌 (GUM),KE113대한항공,T2,C,249, 출발 ,-
207,09시48분,괌 (GUM),DL9038델타항공,T2,C,249, 출발 ,
208,09시51분,홍콩 (HKG)(경유),CX421캐세이패시픽항공,T1,M01-M14,50, 출발 ,-
209,09시53분,칼리보 (KLO),TW145티웨이항공,T1,H01-H34,122, 출발 ,-
210,09시55분,후쿠오카 (FUK),ZE641이스타항공,T1,F05-F18,108, 출발 ,-
211,09시57분,방콕/수완나폼 (BKK),TG659타이항공,T1,D21-D35,39, 출발 ,-
212,09시59분,괌 (GUM),LJ641진에어,T1,F19-G11,43, 출발 ,-
213,09시59분,괌 (GUM),KE5775대한항공,T1,F19-G11,43, 출발 ,
214,10시00분,시안 (XIY),KE807대한항공,T2,A B D E G,236, 출발 ,-
215,10시00분,시안 (XIY),MU8301중국동방항공,T2,A B D E G,236, 출발 ,
216,10시01분,마카오 (MFM),LJ125진에어,T1,F19-G11,112, 출발 ,-
217,10시02분,미야자키 (KMI),ZE661이스타항공,T1,F05-F18,114, 출발 ,-
218,10시05분,방콕/수완나폼 (BKK),KE657대한항공,T2,A B D E G,258, 출발 ,-
219,10시05분,방콕/수완나폼 (BKK),DL7894델타항공,T2,A B D E G,258, 출발 ,
220,10시05분,방콕/수완나폼 (BKK),HA6009하와이안 항공,T2,A B D E G,258, 출발 ,
221,10시08분,이스탄불 (IST),OZ551아시아나항공,T1,B19-C36,7, 출발 ,-
222,10시08분,이스탄불 (IST),TK8091터키항공,T1,B19-C36,7, 출발 ,
223,10시11분,다롄 (DLC),OZ301아시아나항공,T1,B19-C36,8, 출발 ,-
224,10시11분,다롄 (DLC),CA5012중국국제항공,T1,B19-C36,8, 출발 ,
225,10시13분,괌 (GUM),7C3102제주항공,T1,M19-N06,124, 출발 ,-
226,10시13분,괌 (GUM),H19880한 에어,T1,M19-N06,124, 출발 ,
227,10시13분,오키나와 (OKA),OZ172아시아나항공,T1,B19-C36,16, 출발 ,-
228,10시13분,오키나와 (OKA),NH6994전일본공수 주식회사,T1,B19-C36,16, 출발 ,
229,10시15분,도쿄/나리타 (NRT),KE703대한항공,T2,A B D E G,232, 출발 ,-
230,10시15분,도쿄/나리타 (NRT),TN1577에어 타히티 누이,T2,A B D E G,232, 출발 ,
231,10시15분,도쿄/나리타 (NRT),DL7885델타항공,T2,A B D E G,232, 출발 ,
232,10시15분,도쿄/나리타 (NRT),JL5202일본항공,T2,A B D E G,232, 출발 ,
233,10시15분,도쿄/나리타 (NRT),AF7890에어 프랑스,T2,A B D E G,232, 출발 ,
234,10시15분,도쿄/나리타 (NRT),AM6750아에로멕시코,T2,A B D E G,232, 출발 ,
235,10시15분,파리/샤를드골 (CDG),AF267에어 프랑스,T2,F11-F18,253, 출발 ,-
236,10시15분,파리/샤를드골 (CDG),KE5901대한항공,T2,F11-F18,253, 출발 ,
237,10시15분,파리/샤를드골 (CDG),KL2345케에엘엠네덜란드항공,T2,F11-F18,253, 출발 ,
238,10시17분,다낭 (DAD),RS513에어서울,T1,D01-D05,109, 출발 ,-
239,10시18분,애틀랜타 (ATL),KE035대한항공,T2,C,265, 출발 ,-
240,10시18분,애틀랜타 (ATL),DL7851델타항공,T2,C,265, 출발 ,
241,10시20분,쿠알라룸푸르 (KUL),D7507에어아시아엑스,T1,E19-E26,125, 출발 ,-
242,10시20분,사이판 (SPN),7C3402제주항공,T1,M19-N06,35, 출발 ,-
243,10시20분,사이판 (SPN),H19888한 에어,T1,M19-N06,35, 출발 ,
244,10시23분,타이베이 (TPE),LJ081진에어,T1,F19-G11,123, 출발 ,-
245,10시23분,타이베이 (TPE),KE5755대한항공,T1,F19-G11,123, 출발 ,
246,10시23분,니가타 (KIJ),KE763대한항공,T2,A B D E G,238, 출발 ,-
247,10시23분,니가타 (KIJ),AZ2765알리탈리아,T2,A B D E G,238, 출발 ,
248,10시23분,니가타 (KIJ),JL5226일본항공,T2,A B D E G,238, 출발 ,
249,10시23분,니가타 (KIJ),AF7898에어 프랑스,T2,A B D E G,238, 출발 ,
250,10시23분,니가타 (KIJ),DL7901델타항공,T2,A B D E G,238, 출발 ,
251,10시25분,후쿠오카 (FUK),TW291티웨이항공,T1,H01-H18,103, 출발 ,-
252,10시25분,무단장 (MDG),KE823대한항공,T2,A B D E G,260, 출발 ,-
253,10시25분,무단장 (MDG),CZ4532중국남방항공,T2,A B D E G,260, 출발 ,
254,10시27분,홍콩 (HKG),7C2101제주항공,T1,M19-N06,131, 출발 ,-
255,10시27분,홍콩 (HKG),H19853한 에어,T1,M19-N06,131, 출발 ,
256,10시28분,괌 (GUM),LJ655진에어,T1,F19-G11,41, 출발 ,-
257,10시30분,타이베이 (TPE),OZ711아시아나항공,T1,B19-C36,17, 출발 ,-
258,10시30분,타이베이 (TPE),BR2147에바항공,T1,B19-C36,17, 출발 ,
259,10시30분,삿포로 (CTS),KE765대한항공,T2,A B D E G,261, 출발 ,-
260,10시30분,삿포로 (CTS),AF7896에어 프랑스,T2,A B D E G,261, 출발 ,
261,10시30분,삿포로 (CTS),JL5208일본항공,T2,A B D E G,261, 출발 ,
262,10시30분,삿포로 (CTS),DL7898델타항공,T2,A B D E G,261, 출발 ,
263,10시30분,삿포로 (CTS),KL4255케에엘엠네덜란드항공,T2,A B D E G,261, 출발 ,
264,10시30분,삿포로 (CTS),EY8489에티하드 항공,T2,A B D E G,261, 출발 ,
265,10시33분,하노이 (HAN),OZ729아시아나항공,T1,B19-C36,12, 출발 ,-
266,10시33분,뉴욕/존에프케네디 (JFK),KE081대한항공,T2,C,267, 출발 ,-
267,10시33분,뉴욕/존에프케네디 (JFK),AR7861아르헨티나 항공,T2,C,267, 출발 ,
268,10시34분,홍콩 (HKG),CX417캐세이패시픽항공,T1,M01-M14,49, 출발 ,-
269,10시34분,홍콩 (HKG),QF8228콴타스항공,T1,M01-M14,49, 출발 ,
270,10시36분,도쿄/나리타 (NRT),RS701에어서울,T1,D01-D05,117, 출발 ,-
271,10시36분,도쿄/나리타 (NRT),OZ9601아시아나항공,T1,D01-D05,117, 출발 ,
272,10시37분,시안 (XIY),OZ347아시아나항공,T1,B19-C36,18, 출발 ,-
273,10시37분,시안 (XIY),ZH3304심천항공,T1,B19-C36,18, 출발 ,
274,10시38분,워싱턴 (IAD),KE093대한항공,T2,C,255, 출발 ,-
275,10시38분,워싱턴 (IAD),DL7857델타항공,T2,C,255, 출발 ,
276,10시40분,톈진 (TSN),KE805대한항공,T2,A B D E G,263, 출발 ,-
277,10시40분,톈진 (TSN),MF9098샤먼항공,T2,A B D E G,263, 출발 ,
278,10시42분,후쿠오카 (FUK),7C1402제주항공,T1,M19-N06,34, 출발 ,-
279,10시42분,후쿠오카 (FUK),H19828한 에어,T1,M19-N06,34, 출발 ,
280,10시42분,옌타이 (YNT),7C8701제주항공,T1,M19-N06,37, 출발 ,-
281,10시42분,옌타이 (YNT),H19940한 에어,T1,M19-N06,37, 출발 ,
282,10시44분,샤먼 (XMN),KE887대한항공,T2,A B D E G,233, 출발 ,-
283,10시44분,샤먼 (XMN),MF9018샤먼항공,T2,A B D E G,233, 출발 ,
284,10시44분,댈러스/댈러스포트워스 (DFW),KE031대한항공,T2,C,252, 출발 ,-
285,10시44분,댈러스/댈러스포트워스 (DFW),DL7869델타항공,T2,C,252, 출발 ,
286,10시46분,호찌민 (SGN),VN409베트남항공,T1,E01-E18,111, 출발 ,-
287,10시46분,호찌민 (SGN),KE5681대한항공,T1,E01-E18,111, 출발 ,
288,10시47분,오사카/ 간사이 (KIX),MM002피치항공,T1,N07-N10,119, 출발 ,-
289,10시48분,웨이하이 (WEH),7C8501제주항공,T1,M19-N06,45, 출발 ,-
290,10시48분,웨이하이 (WEH),H19899한 에어,T1,M19-N06,45, 출발 ,
291,10시50분,하노이 (HAN),KE483대한항공,T2,A B D E G,241, 출발 ,-
292,10시50분,하노이 (HAN),VN3417베트남항공,T2,A B D E G,241, 출발 ,
293,10시50분,하노이 (HAN),DL9032델타항공,T2,A B D E G,241, 출발 ,
294,10시51분,나고야 (NGO),KE741대한항공,T2,A B D E G,251, 출발 ,-
295,10시51분,나고야 (NGO),JL5216일본항공,T2,A B D E G,251, 출발 ,
296,10시51분,나고야 (NGO),AF7907에어 프랑스,T2,A B D E G,251, 출발 ,
